[anti'Xa'U];[ANTI'XA'U];false;false;true;chemical;anti factor Xa unit;;biologic activity of factor Xa inhibitor (heparin);1;1;1;;
[todd'U];[TODD'U];false;false;true;chemical;Todd unit;;biologic activity antistreptolysin O;1;1;1;;
[dye'U];[DYE'U];false;false;true;chemical;Dye unit;;biologic activity of amylase;1;1;1;;
[smgy'U];[SMGY'U];false;false;true;chemical;Somogyi unit;;biologic activity of amylase;1;1;1;;
[bdsk'U];[BDSK'U];false;false;true;chemical;Bodansky unit;;biologic activity of phosphatase;1;1;1;;
[ka'U];[KA'U];false;false;true;chemical;King-Armstrong unit;;biologic activity of phosphatase;1;1;1;;
[knk'U];[KNK'U];false;false;true;chemical;Kunkel unit;;arbitrary biologic activity;1;1;1;;
[mclg'U];[MCLG'U];false;false;true;chemical;Mac Lagan unit;;arbitrary biologic activity;1;1;1;;
[tb'U];[TB'U];false;false;true;chemical;tuberculin unit;;biologic activity of tuberculin;1;1;1;;
[CCID_50];[CCID_50];false;false;true;chemical;50% cell culture infectious dose;CCID<sub>50</sub>;biologic activity (infectivity) of an infectious agent preparation;1;1;1;;
[TCID_50];[TCID_50];false;false;true;chemical;50% tissue culture infectious dose;TCID<sub>50</sub>;biologic activity (infectivity) of an infectious agent preparation;1;1;1;;
[EID_50];[EID_50];false;false;true;chemical;50% embryo infectious dose;EID<sub>50</sub>;biologic activity (infectivity) of an infectious agent preparation;1;1;1;;
[PFU];[PFU];false;false;true;chemical;plaque forming units;PFU;amount of an infectious agent;1;1;1;;
[FFU];[FFU];false;false;true;chemical;focus forming units;FFU;amount of an infectious agent;1;1;1;;
